"question_idx","token","token_text","early_decoder","probe_output"
"1","6179"," seems","probe_model_answer_correct","[0.10147977420837159, 0.8985202257916285]"
"1","850"," more","probe_model_answer_correct","[0.5657891117897431, 0.4342108882102568]"
"1","50802"," plausible","probe_model_answer_correct","[0.4681477360615554, 0.5318522639384446]"
"1","16",".","probe_model_answer_correct","[0.23932776958356025, 0.7606722304164398]"
"1","455"," The","probe_model_answer_correct","[0.6985792596629549, 0.3014207403370452]"
"1","30380"," bundle","probe_model_answer_correct","[0.36825251830163885, 0.6317474816983611]"
"1","344"," is","probe_model_answer_correct","[0.032815891840788036, 0.967184108159212]"
"1","1960"," made","probe_model_answer_correct","[0.02615307453081169, 0.9738469254691882]"
"1","294"," of","probe_model_answer_correct","[0.7724865590721771, 0.22751344092782294]"
"1","15776"," Pur","probe_model_answer_correct","[0.9315361178099458, 0.0684638821900542]"
"1","8705","kin","probe_model_answer_correct","[0.5532909590861923, 0.4467090409138078]"
"1","5636","je","probe_model_answer_correct","[0.8764214537070574, 0.12357854629294265]"
"1","58670"," fibres","probe_model_answer_correct","[0.9240908061507302, 0.0759091938492698]"
"1","14",",","probe_model_answer_correct","[0.46061906664326324, 0.5393809333567368]"
"1","305"," and","probe_model_answer_correct","[0.6252695055757608, 0.3747304944242391]"
"1","436"," it","probe_model_answer_correct","[0.5030584846181525, 0.4969415153818475]"
"1","734","'s","probe_model_answer_correct","[0.4688493205721539, 0.5311506794278461]"
"1","1438"," just","probe_model_answer_correct","[0.6535380169493307, 0.3464619830506693]"
"1","834"," one","probe_model_answer_correct","[0.1135864885034227, 0.8864135114965772]"
"1","294"," of","probe_model_answer_correct","[0.20317402104212853, 0.7968259789578714]"
"1","270"," the","probe_model_answer_correct","[0.8192723551829103, 0.1807276448170898]"
"1","14458"," connections","probe_model_answer_correct","[0.9467872221995989, 0.05321277780040116]"
"1","14",",","probe_model_answer_correct","[0.0021130822361203274, 0.9978869177638797]"
"1","554"," not","probe_model_answer_correct","[0.8449178879456692, 0.15508211205433078]"
"1","270"," the","probe_model_answer_correct","[0.5680848753101931, 0.4319151246898068]"
"1","1353"," only","probe_model_answer_correct","[0.29626811460433905, 0.703731885395661]"
"1","834"," one","probe_model_answer_correct","[0.6926062407630732, 0.3073937592369268]"
"1","16",".","probe_model_answer_correct","[0.31949341761079536, 0.6805065823892046]"
"1","455"," The","probe_model_answer_correct","[0.2794848708198649, 0.7205151291801352]"
"1","30380"," bundle","probe_model_answer_correct","[0.47152808587889516, 0.528471914121105]"
"1","14531"," branch","probe_model_answer_correct","[0.7463954164424017, 0.2536045835575984]"
"1","16319"," leaf","probe_model_answer_correct","[0.6873099414364683, 0.31269005856353166]"
"1","344"," is","probe_model_answer_correct","[0.5487446509518679, 0.45125534904813214]"
"1","2658"," another","probe_model_answer_correct","[0.14891322201393103, 0.8510867779860689]"
"1","7530"," connection","probe_model_answer_correct","[0.6600604315123219, 0.3399395684876782]"
"1","14",",","probe_model_answer_correct","[0.8480338419989066, 0.1519661580010935]"
"1","832"," so","probe_model_answer_correct","[0.39157749269002, 0.60842250730998]"
"1","420"," D","probe_model_answer_correct","[0.944249375498338, 0.05575062450166205]"
"1","4230"," says","probe_model_answer_correct","[0.28922900112242655, 0.7107709988775734]"
"1","436"," it","probe_model_answer_correct","[0.21435206600606937, 0.7856479339939306]"
"1","6823"," forms","probe_model_answer_correct","[0.724488361327911, 0.275511638672089]"
"1","834"," one","probe_model_answer_correct","[0.32385356855705666, 0.6761464314429433]"
"1","294"," of","probe_model_answer_correct","[0.8024583853353585, 0.19754161466464154]"
"1","3586"," several","probe_model_answer_correct","[0.09213606037086684, 0.9078639396291331]"
"1","14",",","probe_model_answer_correct","[0.6813906358403429, 0.31860936415965707]"
"1","778"," which","probe_model_answer_correct","[0.6197249635151547, 0.38027503648484523]"
"1","4491"," makes","probe_model_answer_correct","[0.7405152008139305, 0.2594847991860694]"
"1","4880"," sense","probe_model_answer_correct","[0.32262137532652363, 0.6773786246734764]"
"1","339",".\n\n","probe_model_answer_correct","[0.259936818764056, 0.740063181235944]"
"1","39059","Wait","probe_model_answer_correct","[0.5396288779336277, 0.4603711220663723]"
"1","14",",","probe_model_answer_correct","[0.7153227215872556, 0.28467727841274443]"
"1","790"," but","probe_model_answer_correct","[0.9227485942746864, 0.07725140572531362]"
"1","2513"," let","probe_model_answer_correct","[0.2833602217638742, 0.7166397782361258]"
"1","678"," me","probe_model_answer_correct","[0.9351779824369509, 0.06482201756304898]"
"1","1635"," make","probe_model_answer_correct","[0.5079390688950417, 0.49206093110495824]"
"1","3645"," sure","probe_model_answer_correct","[0.5954424547722905, 0.4045575452277095]"
"1","16",".","probe_model_answer_correct","[0.11664379082068126, 0.8833562091793188]"
"1","455"," The","probe_model_answer_correct","[0.7730187148560596, 0.2269812851439404]"
"1","509"," at","probe_model_answer_correct","[0.37106201914632, 0.6289379808536801]"
"1","460","ri","probe_model_answer_correct","[0.40482256520343834, 0.5951774347965617]"
"1","115832","ovent","probe_model_answer_correct","[0.4544568025851697, 0.5455431974148303]"
"1","24810","ricular","probe_model_answer_correct","[0.8195339678433419, 0.18046603215665807]"
"1","30380"," bundle","probe_model_answer_correct","[0.5698170535039859, 0.43018294649601413]"
"1","35907"," connects","probe_model_answer_correct","[0.11953673427212369, 0.8804632657278764]"
"1","270"," the","probe_model_answer_correct","[0.783339931992371, 0.21666006800762916]"
"1","509"," at","probe_model_answer_correct","[0.33783589089146887, 0.662164109108531]"
"1","6309","ria","probe_model_answer_correct","[0.40302621858636556, 0.5969737814136343]"
"1","304"," to","probe_model_answer_correct","[0.5766757173590482, 0.4233242826409519]"
"1","270"," the","probe_model_answer_correct","[0.8767918890347841, 0.12320811096521588]"
"1","58598"," ventric","probe_model_answer_correct","[0.5127034097715704, 0.48729659022842975]"
"1","1154","les","probe_model_answer_correct","[0.8685777118221129, 0.1314222881778873]"
"1","14",",","probe_model_answer_correct","[0.5959886278815373, 0.4040113721184627]"
"1","305"," and","probe_model_answer_correct","[0.021189217303149016, 0.978810782696851]"
"1","270"," the","probe_model_answer_correct","[0.5340935845140099, 0.4659064154859902]"
"1","30380"," bundle","probe_model_answer_correct","[0.722031315806934, 0.2779686841930658]"
"1","14531"," branch","probe_model_answer_correct","[0.2799694134576608, 0.7200305865423392]"
"1","16319"," leaf","probe_model_answer_correct","[0.9886140791086533, 0.011385920891346641]"
"1","35907"," connects","probe_model_answer_correct","[0.8443753733895873, 0.15562462661041263]"
"1","270"," the","probe_model_answer_correct","[0.5842280306993856, 0.4157719693006144]"
"1","58598"," ventric","probe_model_answer_correct","[0.33081948640954123, 0.6691805135904587]"
"1","1154","les","probe_model_answer_correct","[0.05562850225893154, 0.9443714977410683]"
"1","1559"," back","probe_model_answer_correct","[0.7072301889437214, 0.29276981105627864]"
"1","304"," to","probe_model_answer_correct","[0.5350122611376308, 0.4649877388623692]"
"1","270"," the","probe_model_answer_correct","[0.4934407516251372, 0.5065592483748629]"
"1","509"," at","probe_model_answer_correct","[0.8649195798172797, 0.1350804201827202]"
"1","460","ri","probe_model_answer_correct","[0.6577169314903887, 0.3422830685096113]"
"1","115832","ovent","probe_model_answer_correct","[0.42268315718439553, 0.5773168428156045]"
"1","24810","ricular","probe_model_answer_correct","[0.4264236049184377, 0.5735763950815622]"
"1","30380"," bundle","probe_model_answer_correct","[0.7386005888929958, 0.2613994111070042]"
"1","16",".","probe_model_answer_correct","[0.1904854559938453, 0.8095145440061546]"
"1","3016"," So","probe_model_answer_correct","[0.12045700196674074, 0.8795429980332593]"
"1","1031"," there","probe_model_answer_correct","[0.47785013748758576, 0.5221498625124142]"
"1","477"," are","probe_model_answer_correct","[0.23226552049274884, 0.7677344795072513]"
"1","1234"," two","probe_model_answer_correct","[0.8081364725338848, 0.19186352746611524]"
"1","1840"," main","probe_model_answer_correct","[0.993177678982649, 0.006822321017350937]"
"1","21918"," pathways","probe_model_answer_correct","[0.2602305556946994, 0.7397694443053007]"
"1","16",".","probe_model_answer_correct","[0.010208543322561955, 0.9897914566774381]"
"1","8427"," Therefore","probe_model_answer_correct","[0.32292732340709485, 0.6770726765929052]"
"1","14",",","probe_model_answer_correct","[0.7335793268310775, 0.2664206731689226]"
"1","270"," the","probe_model_answer_correct","[0.18766173267340974, 0.8123382673265903]"
"1","30380"," bundle","probe_model_answer_correct","[0.636175619417911, 0.363824380582089]"
"1","5231"," itself","probe_model_answer_correct","[0.5330674295242073, 0.46693257047579273]"
"1","344"," is","probe_model_answer_correct","[0.015018363987712986, 0.984981636012287]"
"1","1438"," just","probe_model_answer_correct","[0.14794046699491112, 0.8520595330050887]"
"1","834"," one","probe_model_answer_correct","[0.0028940974384224893, 0.9971059025615775]"
"1","294"," of","probe_model_answer_correct","[0.21763637108281367, 0.7823636289171864]"
"1","1305"," these","probe_model_answer_correct","[0.4390395195384923, 0.5609604804615078]"
"1","14458"," connections","probe_model_answer_correct","[0.759966063291041, 0.24003393670895895]"
"1","16",".","probe_model_answer_correct","[0.9775949626400298, 0.022405037359970206]"
"1","3016"," So","probe_model_answer_correct","[0.4182663052922872, 0.5817336947077129]"
"1","7284"," option","probe_model_answer_correct","[0.9575638554415488, 0.04243614455845123]"
"1","420"," D","probe_model_answer_correct","[0.32921178037928683, 0.6707882196207132]"
"1","4230"," says","probe_model_answer_correct","[0.8135700875094887, 0.18642991249051136]"
"1","436"," it","probe_model_answer_correct","[0.9584519392141204, 0.041548060785879595]"
"1","6823"," forms","probe_model_answer_correct","[0.48075995350825584, 0.5192400464917442]"
"1","834"," one","probe_model_answer_correct","[0.9969054136011135, 0.003094586398886529]"
"1","294"," of","probe_model_answer_correct","[0.32425363886028424, 0.6757463611397158]"
"1","3586"," several","probe_model_answer_correct","[0.2994701320332863, 0.7005298679667137]"
"1","14",",","probe_model_answer_correct","[0.720415839918604, 0.279584160081396]"
"1","778"," which","probe_model_answer_correct","[0.7050156887861961, 0.294984311213804]"
"1","344"," is","probe_model_answer_correct","[0.5960494362678634, 0.40395056373213656]"
"1","4813"," correct","probe_model_answer_correct","[0.3411881012210149, 0.658811898778985]"
"1","339",".\n\n","probe_model_answer_correct","[0.3629435873522555, 0.6370564126477444]"
"1","5328","So","probe_model_answer_correct","[0.30101656776704305, 0.6989834322329569]"
"1","270"," the","probe_model_answer_correct","[0.41411383628442594, 0.5858861637155741]"
"1","4813"," correct","probe_model_answer_correct","[0.7424119121166552, 0.2575880878833447]"
"1","3287"," answer","probe_model_answer_correct","[0.7966643082673596, 0.20333569173264057]"
"1","1531"," should","probe_model_answer_correct","[0.5292693611740512, 0.4707306388259487]"
"1","366"," be","probe_model_answer_correct","[0.13819000589692917, 0.8618099941030708]"
"1","420"," D","probe_model_answer_correct","[0.7502220032913851, 0.24977799670861492]"
"1","603",".\n","probe_model_answer_correct","[0.6046870430200353, 0.3953129569799647]"
"1","128799","</think>","probe_model_answer_correct","[0.2759714265252226, 0.7240285734747773]"
"1","271","\n\n","probe_model_answer_correct","[0.24586876598861188, 0.7541312340113883]"
"1","671","The","probe_model_answer_correct","[0.005666423499040425, 0.9943335765009595]"
"1","4813"," correct","probe_model_answer_correct","[0.49161226330651914, 0.5083877366934808]"
"1","6809"," statement","probe_model_answer_correct","[0.32165620988983923, 0.6783437901101609]"
"1","344"," is","probe_model_answer_correct","[0.7649613314696274, 0.23503866853037253]"
"1","420"," D","probe_model_answer_correct","[0.14750727552487963, 0.8524927244751204]"
"1","16",".","probe_model_answer_correct","[0.4260916559972281, 0.5739083440027718]"
"1","455"," The","probe_model_answer_correct","[0.9595213130423423, 0.040478686957657606]"
"1","509"," at","probe_model_answer_correct","[0.25819204963747033, 0.7418079503625296]"
"1","460","ri","probe_model_answer_correct","[0.1877064480947662, 0.8122935519052338]"
"1","115832","ovent","probe_model_answer_correct","[0.5249536106551981, 0.4750463893448019]"
"1","24810","ricular","probe_model_answer_correct","[0.9302558245199888, 0.06974417548001124]"
"1","30380"," bundle","probe_model_answer_correct","[0.2620377658456854, 0.7379622341543146]"
"1","344"," is","probe_model_answer_correct","[0.4139084674994089, 0.586091532500591]"
"1","8216"," formed","probe_model_answer_correct","[0.9418258212690577, 0.05817417873094229]"
"1","294"," of","probe_model_answer_correct","[0.08343268885715686, 0.9165673111428432]"
"1","15776"," Pur","probe_model_answer_correct","[0.8927446495003097, 0.10725535049969012]"
"1","8705","kin","probe_model_answer_correct","[0.17223246598112504, 0.827767534018875]"
"1","5636","je","probe_model_answer_correct","[0.4393164655694425, 0.5606835344305574]"
"1","58670"," fibres","probe_model_answer_correct","[0.4034613032042965, 0.5965386967957036]"
"1","305"," and","probe_model_answer_correct","[0.9077059630862792, 0.09229403691372076]"
"1","6823"," forms","probe_model_answer_correct","[0.9663469110671812, 0.033653088932818855]"
"1","834"," one","probe_model_answer_correct","[0.7090105904324643, 0.2909894095675359]"
"1","294"," of","probe_model_answer_correct","[0.585377244151865, 0.41462275584813496]"
"1","3586"," several","probe_model_answer_correct","[0.6538303258192131, 0.34616967418078676]"
"1","12486"," electrical","probe_model_answer_correct","[0.3441838801850224, 0.6558161198149776]"
"1","14458"," connections","probe_model_answer_correct","[0.4103498148560045, 0.5896501851439956]"
"1","1469"," between","probe_model_answer_correct","[0.6132632698481957, 0.3867367301518044]"
"1","270"," the","probe_model_answer_correct","[0.28243338506892074, 0.7175666149310794]"
"1","509"," at","probe_model_answer_correct","[0.9705613927567438, 0.029438607243256157]"
"1","6309","ria","probe_model_answer_correct","[0.13526743193628593, 0.8647325680637141]"
"1","305"," and","probe_model_answer_correct","[0.7232875628504553, 0.27671243714954485]"
"1","58598"," ventric","probe_model_answer_correct","[0.4573663100587835, 0.5426336899412166]"
"1","1154","les","probe_model_answer_correct","[0.022502860113502415, 0.9774971398864976]"
"1","16",".","probe_model_answer_correct","[0.9454317660205185, 0.05456823397948139]"
"1","1004"," \n\n","probe_model_answer_correct","[0.6911188351194778, 0.30888116488052225]"
"1","37557","Final","probe_model_answer_correct","[0.6337757735976987, 0.36622422640230134]"
"1","3287"," answer","probe_model_answer_correct","[0.6089347937646666, 0.39106520623533336]"
"1","28",":","probe_model_answer_correct","[0.3110467042751673, 0.6889532957248328]"
"1","420"," D","probe_model_answer_correct","[0.5967571684049389, 0.4032428315950613]"
"1","16",".","probe_model_answer_correct","[0.9537425100613495, 0.04625748993865055]"
"1","983"," It","probe_model_answer_correct","[0.6739096048653161, 0.3260903951346839]"
"1","344"," is","probe_model_answer_correct","[0.7986372767289488, 0.2013627232710512]"
"1","8216"," formed","probe_model_answer_correct","[0.07028155346573105, 0.9297184465342688]"
"1","294"," of","probe_model_answer_correct","[0.5471746329892836, 0.4528253670107165]"
"1","15776"," Pur","probe_model_answer_correct","[0.861558223619296, 0.13844177638070396]"
"1","8705","kin","probe_model_answer_correct","[0.5680448321321918, 0.4319551678678082]"
"1","5636","je","probe_model_answer_correct","[0.3889780775570548, 0.6110219224429452]"
"1","58670"," fibres","probe_model_answer_correct","[0.35427914101861, 0.64572085898139]"
"1","305"," and","probe_model_answer_correct","[0.5386480148229722, 0.46135198517702786]"
"1","6823"," forms","probe_model_answer_correct","[0.5301936996182401, 0.46980630038175997]"
"1","834"," one","probe_model_answer_correct","[0.7226042332392045, 0.2773957667607956]"
"1","294"," of","probe_model_answer_correct","[0.09999168042201066, 0.9000083195779893]"
"1","3586"," several","probe_model_answer_correct","[0.5328720796096326, 0.4671279203903675]"
"1","12486"," electrical","probe_model_answer_correct","[0.7139315955864189, 0.28606840441358095]"
"1","14458"," connections","probe_model_answer_correct","[0.8855611424904648, 0.11443885750953516]"
"1","1469"," between","probe_model_answer_correct","[0.6315340764952548, 0.3684659235047451]"
"1","270"," the","probe_model_answer_correct","[0.3043154161139429, 0.6956845838860571]"
"1","509"," at","probe_model_answer_correct","[0.9393929528327981, 0.06060704716720189]"
"1","6309","ria","probe_model_answer_correct","[0.42335715950338226, 0.5766428404966176]"
"1","305"," and","probe_model_answer_correct","[0.810417054336443, 0.18958294566355685]"
"1","58598"," ventric","probe_model_answer_correct","[0.40632085419941166, 0.5936791458005884]"
"1","1154","les","probe_model_answer_correct","[0.016077205537370468, 0.9839227944626295]"
"1","16",".","probe_model_answer_correct","[0.44312897485671277, 0.5568710251432872]"
"1","0","","probe_model_answer","[0.01283607096516228, 0.636347042916158, 0.008477482772846934, 0.3423394033458328]"
"1","33001","Okay","probe_model_answer","[0.08719591935181525, 0.09356233181340932, 0.12924323808932406, 0.6899985107454514]"
"1","14",",","probe_model_answer","[0.049686505477082574, 0.3132261978739755, 0.4773698779972388, 0.1597174186517031]"
"1","832"," so","probe_model_answer","[0.41772252599653803, 0.1288853534174576, 0.08109444924069464, 0.37229767134530967]"
"1","342"," I","probe_model_answer","[0.3810588387873055, 0.17226582301878965, 0.14786815151545807, 0.2988071866784468]"
"1","611"," have","probe_model_answer","[0.08949139768105109, 0.6199586219849964, 0.2288700198239, 0.06167996051005249]"
"1","566"," this","probe_model_answer","[0.08120788859493944, 0.5664564151663125, 0.3418829194906651, 0.010452776748083049]"
"1","3417"," question","probe_model_answer","[0.2854945937768066, 0.3790238128721257, 0.12360523647774102, 0.21187635687332676]"
"1","943"," about","probe_model_answer","[0.12046909384607318, 0.2613048732140086, 0.09562137366750056, 0.5226046592724175]"
"1","270"," the","probe_model_answer","[0.3372821704091233, 0.16851360160449766, 0.06345139364891893, 0.4307528343374601]"
"1","509"," at","probe_model_answer","[0.8312906360148701, 0.006368506842247553, 0.06608337690065005, 0.09625748024223228]"
"1","460","ri","probe_model_answer","[0.12507397554412725, 0.11394271888744704, 0.4981183234089686, 0.2628649821594572]"
"1","115832","ovent","probe_model_answer","[0.35633899808563524, 0.388421900114441, 0.045035987309012676, 0.210203114490911]"
"1","24810","ricular","probe_model_answer","[0.1015525523524157, 0.20025189827719483, 0.2900990099364414, 0.4080965394339481]"
"1","30380"," bundle","probe_model_answer","[0.005888690670941578, 0.440843758595471, 0.36111046072330516, 0.19215709001028225]"
"1","305"," and","probe_model_answer","[0.2632782257209121, 0.057059442727326944, 0.21949930133993545, 0.4601630302118255]"
"1","342"," I","probe_model_answer","[0.6655397037862913, 0.1141761305730727, 0.09656330726476099, 0.12372085837587506]"
"1","1309"," need","probe_model_answer","[0.06373841724554664, 0.14916476897511685, 0.18484713106730916, 0.6022496827120274]"
"1","304"," to","probe_model_answer","[0.10584203938459835, 0.14445804670894186, 0.019478684331486452, 0.7302212295749734]"
"1","5991"," figure","probe_model_answer","[0.15101588933569288, 0.46620003519698344, 0.30352670891224187, 0.07925736655508177]"
"1","798"," out","probe_model_answer","[0.04292507119696705, 0.5588450609564996, 0.34274155036190523, 0.05548831748462835]"
"1","778"," which","probe_model_answer","[0.1798589643359205, 0.3931911908770107, 0.2626323417331561, 0.16431750305391277]"
"1","6809"," statement","probe_model_answer","[0.17527829689078525, 0.46820932050334096, 0.06098231601748181, 0.29553006658839204]"
"1","344"," is","probe_model_answer","[0.00795371050498495, 0.23819276258941038, 0.3245186526480103, 0.42933487425759426]"
"1","4813"," correct","probe_model_answer","[0.30427373823176074, 0.4565770723337977, 0.15716975374042869, 0.08197943569401307]"
"1","16",".","probe_model_answer","[0.6094755489627014, 0.1277251333275609, 0.14420709982004778, 0.11859221788968977]"
"1","4480"," Let","probe_model_answer","[0.2635123710076936, 0.4400013237591844, 0.28687817155036266, 0.009608133682759286]"
"1","678"," me","probe_model_answer","[0.11826989242824872, 0.37234387522877743, 0.25329832673921393, 0.25608790560376]"
"1","1904"," start","probe_model_answer","[0.32908857973210603, 0.3682538029178292, 0.10933703030512637, 0.19332058704493835]"
"1","513"," by","probe_model_answer","[0.16183832445487467, 0.190577753695953, 0.054656628168544656, 0.5929272936806277]"
"1","96703"," recalling","probe_model_answer","[0.4106486923025753, 0.07542334359893878, 0.015107165004722532, 0.49882079909376337]"
"1","1205"," what","probe_model_answer","[0.30300351113457663, 0.10074915024351745, 0.13141622718920246, 0.4648311114327034]"
"1","342"," I","probe_model_answer","[0.22271130213410442, 0.05483608177090215, 0.4176456373693047, 0.3048069787256885]"
"1","1153"," know","probe_model_answer","[0.25935005072531814, 0.2730352467523661, 0.061018277972355144, 0.40659642454996064]"
"1","943"," about","probe_model_answer","[0.4667043348598271, 0.014531617945167606, 0.35971722042906273, 0.1590468267659427]"
"1","270"," the","probe_model_answer","[0.07853011558123005, 0.26220892613507574, 0.0904906181251726, 0.5687703401585215]"
"1","4082"," heart","probe_model_answer","[0.21345615348369978, 0.12230889078179653, 0.5115225918476344, 0.15271236388686918]"
"1","305"," and","probe_model_answer","[0.21581337402415607, 0.10296048930865868, 0.5502505166613861, 0.13097562000579907]"
"1","1009"," its","probe_model_answer","[0.10061326735072479, 0.01094986270059421, 0.08369054012202311, 0.8047463298266581]"
"1","12486"," electrical","probe_model_answer","[0.26651060063644477, 0.0296771205743509, 0.12487239756141753, 0.578939881227787]"
"1","3977"," systems","probe_model_answer","[0.24235926658744814, 0.5070632472163337, 0.0031019073339688076, 0.24747557886224963]"
"1","339",".\n\n","probe_model_answer","[0.6350031153391853, 0.06463197606215443, 0.1788560314365636, 0.12150887716209686]"
"1","43","I","probe_model_answer","[0.10091090792866876, 0.10202286088614303, 0.31628566040376566, 0.4807805707814226]"
"1","6360"," remember","probe_model_answer","[0.05875245121075804, 0.7139201786863997, 0.16659423883965824, 0.06073313126318408]"
"1","396"," that","probe_model_answer","[0.021554404580185465, 0.02553042734413919, 0.4170430736671831, 0.5358720944084924]"
"1","270"," the","probe_model_answer","[0.2663163338720901, 0.46734863416265565, 0.1642120440173691, 0.10212298794788512]"
"1","4082"," heart","probe_model_answer","[0.00748686475685366, 0.03977791725997637, 0.4592095427963029, 0.493525675186867]"
"1","769"," has","probe_model_answer","[0.565379683373518, 0.3325650351738873, 0.044170492456052084, 0.05788478899654282]"
"1","1688"," different","probe_model_answer","[0.5340983819896281, 0.0562296521143546, 0.29004961940378454, 0.11962234649223283]"
"1","12486"," electrical","probe_model_answer","[0.6108317255111504, 0.05371790820856048, 0.009362210319824484, 0.3260881559604646]"
"1","21918"," pathways","probe_model_answer","[0.616179419061762, 0.06827446815446293, 0.25418209792465124, 0.06136401485912409]"
"1","14",",","probe_model_answer","[0.3058263965108374, 0.3392139356688294, 0.1909834671827593, 0.163976200637574]"
"1","305"," and","probe_model_answer","[0.2349850732017804, 0.5227215605508985, 0.2046624377237837, 0.037630928523537464]"
"1","270"," the","probe_model_answer","[0.18197044075072866, 0.031240803297584954, 0.33297596810567315, 0.45381278784601314]"
"1","509"," at","probe_model_answer","[0.13699324537487417, 0.3898915185769119, 0.259309874428774, 0.21380536161943978]"
"1","460","ri","probe_model_answer","[0.19432428862088888, 0.7627218603365159, 0.009743022936338178, 0.03321082810625698]"
"1","115832","ovent","probe_model_answer","[0.4127512070207448, 0.1941264302612737, 0.3747026668044265, 0.01841969591355512]"
"1","24810","ricular","probe_model_answer","[0.3597287817926907, 0.01131388092357353, 0.6009617637086622, 0.027995573575073672]"
"1","30380"," bundle","probe_model_answer","[0.42656702495044, 0.11040479788791378, 0.061965143429035675, 0.40106303373261065]"
"1","344"," is","probe_model_answer","[0.23381724457237676, 0.4582048474182616, 0.28984074794012904, 0.01813716006923253]"
"1","834"," one","probe_model_answer","[0.38506914432859335, 0.09169273399257094, 0.3819812866124459, 0.14125683506638986]"
"1","294"," of","probe_model_answer","[0.049852438501710374, 0.1299816519311951, 0.2580978541449718, 0.5620680554221228]"
"1","1066"," them","probe_model_answer","[0.11974249843375738, 0.6895506954935587, 0.1169994913200436, 0.07370731475264028]"
"1","16",".","probe_model_answer","[0.1325870573140483, 0.3458002978215691, 0.10970886322260047, 0.41190378164178215]"
"1","455"," The","probe_model_answer","[0.14936988288549655, 0.2625062505842934, 0.3120162473264257, 0.2761076192037843]"
"1","30380"," bundle","probe_model_answer","[0.1805165727996987, 0.03415059319703489, 0.0884780717959682, 0.6968547622072983]"
"1","35907"," connects","probe_model_answer","[0.43797695124739583, 0.24465783179349146, 0.10190746303586762, 0.21545775392324504]"
"1","270"," the","probe_model_answer","[0.09325651597017268, 0.01570412796090321, 0.3549963206664584, 0.5360430354024659]"
"1","509"," at","probe_model_answer","[0.6017140214651119, 0.015928282617970704, 0.061392600758954204, 0.32096509515796334]"
"1","6309","ria","probe_model_answer","[0.1371957907495301, 0.1017656540806869, 0.20739323917093447, 0.5536453159988486]"
"1","343"," (","probe_model_answer","[0.19802235819968175, 0.45091819392734334, 0.2399038892392201, 0.11115555863375481]"
"1","1805","the","probe_model_answer","[0.04588657110552782, 0.37028625818393435, 0.4924457897230031, 0.09138138098753468]"
"1","9509"," upper","probe_model_answer","[0.3965493787837831, 0.07139594924018816, 0.09785271722924321, 0.4342019547467854]"
"1","49246"," chambers","probe_model_answer","[0.25617043999922967, 0.1592483944021974, 0.3857613828475853, 0.19881978275098752]"
"1","11",")","probe_model_answer","[0.06283572401787718, 0.64612906546779, 0.27595973257577744, 0.015075477938555109]"
"1","304"," to","probe_model_answer","[0.2066852937038296, 0.04061470755105372, 0.2148744671342826, 0.537825531610834]"
"1","270"," the","probe_model_answer","[0.7351175556772855, 0.05501128137197945, 0.022506470808061663, 0.1873646921426734]"
"1","58598"," ventric","probe_model_answer","[0.45569334803685263, 0.05433377423820676, 0.4788716654216043, 0.011101212303336426]"
"1","1154","les","probe_model_answer","[0.1078174119764211, 0.11322917225666687, 0.016876336553508137, 0.762077079213404]"
"1","343"," (","probe_model_answer","[0.19417988824711935, 0.6475612111630621, 0.07280604039423345, 0.08545286019558504]"
"1","1805","the","probe_model_answer","[0.2615774537734, 0.23666488591976695, 0.06055833661766513, 0.44119932368916776]"
"1","4263"," lower","probe_model_answer","[0.33301352344646473, 0.13866800421178307, 0.41224081204234664, 0.11607766029940571]"
"1","49246"," chambers","probe_model_answer","[0.0036676183656498573, 0.6078640837764323, 0.26168395029741265, 0.12678434756050538]"
"1","797",").","probe_model_answer","[0.4069610785740354, 0.08760999197851356, 0.0016103381778357427, 0.5038185912696153]"
"1","2275"," But","probe_model_answer","[0.3449528544509074, 0.20820957864500134, 0.08657555877021281, 0.3602620081338784]"
"1","6361"," wait","probe_model_answer","[0.4182689206033102, 0.109300218997402, 0.057276440455353454, 0.4151544199439343]"
"1","14",",","probe_model_answer","[0.020989937313748538, 0.5827634754828982, 0.2877718633936732, 0.10847472380967996]"
"1","7367"," isn","probe_model_answer","[0.5536014006247075, 0.2461473218614815, 0.08534316468208107, 0.11490811283172987]"
"1","1664","'t","probe_model_answer","[0.2040892613753619, 0.20723838276045134, 0.2782388068160809, 0.3104335490481057]"
"1","1031"," there","probe_model_answer","[0.36447241501127475, 0.041132843320528266, 0.4203171517499871, 0.17407758991820974]"
"1","2658"," another","probe_model_answer","[0.09153028964715734, 0.12590926187389526, 0.21407682443843634, 0.5684836240405111]"
"1","7530"," connection","probe_model_answer","[0.12092025299990657, 0.2965832541002593, 0.14524445274248282, 0.4372520401573512]"
"1","2727"," too","probe_model_answer","[0.25194952869969256, 0.38328917817660874, 0.32560230591075445, 0.03915898721294416]"
"1","33","?","probe_model_answer","[0.4021965873141649, 0.05874813950267748, 0.464567556809615, 0.07448771637354251]"
"1","342"," I","probe_model_answer","[0.07905703493794979, 0.8041127165144909, 0.02282490319250268, 0.09400534535505678]"
"1","2118"," think","probe_model_answer","[0.7086721851925387, 0.1722048061209915, 0.09322886531746091, 0.025894143369008863]"
"1","436"," it","probe_model_answer","[0.10553743231332517, 0.6798529144437173, 0.1328270874974092, 0.0817825657455484]"
"1","734","'s","probe_model_answer","[0.2607767765124578, 0.20278442251659537, 0.3710501567897446, 0.1653886441812024]"
"1","270"," the","probe_model_answer","[0.23996047172950527, 0.15375487943055935, 0.3330710845949232, 0.2732135642450122]"
