"question_idx","sentence_idx","layer_idx","early_decoder","probe_output","probe_ans"
"1","47","5","probe_correct_answer","[0.22716245951196257, 0.12738164364306728, 0.28812422528950926, 0.3573316715554609]","D"
"1","47","6","probe_correct_answer","[0.28450773896697235, 0.18243369024614264, 0.36421234083853027, 0.16884622994835477]","C"
"1","47","7","probe_correct_answer","[0.1753181680107595, 0.34927843854914786, 0.1765310942314705, 0.29887229920862207]","B"
"1","47","8","probe_correct_answer","[0.1386013886236657, 0.29414265788393484, 0.2600944562756904, 0.3071614972167091]","D"
"1","47","9","probe_correct_answer","[0.2291812541370577, 0.26873612232108685, 0.27319984177059814, 0.2288827817712573]","C"
"1","47","10","probe_correct_answer","[0.2959079903123075, 0.25990923512637537, 0.16124425540833034, 0.2829385191529868]","A"
"1","47","11","probe_correct_answer","[0.22392550048819193, 0.20901285014262957, 0.2595711441520484, 0.30749050521713006]","D"
"1","47","12","probe_correct_answer","[0.22363356176682705, 0.3003635875214384, 0.22773980827105703, 0.24826304244067735]","B"
"1","47","13","probe_correct_answer","[0.18893000288281114, 0.31625578427232925, 0.22699240174876487, 0.2678218110960949]","B"
"1","47","14","probe_correct_answer","[0.2613519362245161, 0.23743473258007555, 0.17015686910054162, 0.3310564620948668]","D"
"1","47","15","probe_correct_answer","[0.2425211967479525, 0.18776800000741756, 0.23872320835949687, 0.33098759488513313]","D"
"1","47","16","probe_correct_answer","[0.2815386473954283, 0.26057036405962736, 0.18306880638175207, 0.27482218216319226]","A"
"1","47","17","probe_correct_answer","[0.24766189960837282, 0.2556695289455489, 0.1721886613182371, 0.3244799101278411]","D"
"1","47","18","probe_correct_answer","[0.16036936418799144, 0.3034033027005892, 0.3399955157091927, 0.19623181740222664]","C"
"1","47","19","probe_correct_answer","[0.27543215167151647, 0.19302634654267678, 0.3215189916833035, 0.21002251010250325]","C"
"1","47","20","probe_correct_answer","[0.17033330806919955, 0.22661144264934086, 0.25275241382458374, 0.35030283545687585]","D"
"1","47","21","probe_correct_answer","[0.20814348162167937, 0.2988797024331152, 0.3092695456527906, 0.18370727029241496]","C"
"1","47","22","probe_correct_answer","[0.2544939374751538, 0.35760685406022524, 0.2068175863717953, 0.18108162209282566]","B"
"1","47","23","probe_correct_answer","[0.19581243674992818, 0.2354790842374482, 0.24836879958191269, 0.32033967943071096]","D"
"1","47","24","probe_correct_answer","[0.2793684221943374, 0.19353563698598222, 0.1926293849630535, 0.3344665558566268]","D"
"1","47","25","probe_correct_answer","[0.23557102537479882, 0.27500659093810925, 0.27625207264746704, 0.21317031103962483]","C"
"1","47","26","probe_correct_answer","[0.23052337574674467, 0.2776160802194792, 0.20244999462349975, 0.2894105494102764]","D"
"1","47","27","probe_correct_answer","[0.30612177180040795, 0.16849558792265115, 0.25336690889355734, 0.2720157313833836]","A"
"1","48","0","probe_correct_answer","[0.32783144972563805, 0.31571008444208143, 0.1663982622401294, 0.19006020359215106]","A"
"1","48","1","probe_correct_answer","[0.35807111781207285, 0.22838464012924156, 0.1972251042737255, 0.21631913778496012]","A"
"1","48","2","probe_correct_answer","[0.24501506814777418, 0.2569362851608646, 0.2753607722843903, 0.2226878744069708]","C"
"1","48","3","probe_correct_answer","[0.12990960091024165, 0.26135952176137944, 0.3369385331071595, 0.2717923442212194]","C"
"1","48","4","probe_correct_answer","[0.2538163336842389, 0.13727308394321597, 0.4020714970999107, 0.2068390852726343]","C"
"1","48","5","probe_correct_answer","[0.26745491295610496, 0.17675184075378594, 0.3328710976717393, 0.2229221486183699]","C"
"1","48","6","probe_correct_answer","[0.2719177356321857, 0.23543544819088877, 0.2149443246218561, 0.2777024915550695]","D"
"1","48","7","probe_correct_answer","[0.1784564440332966, 0.27046441552838413, 0.25017362636159396, 0.30090551407672533]","D"
"1","48","8","probe_correct_answer","[0.24911410942142356, 0.30869799650042673, 0.22492641351619513, 0.21726148056195452]","B"
"1","48","9","probe_correct_answer","[0.1608635934244533, 0.3179785298395145, 0.3300644327756228, 0.19109344396040936]","C"
"1","48","10","probe_correct_answer","[0.32894158007962976, 0.3104926084370326, 0.14191070682956466, 0.21865510465377305]","A"
"1","48","11","probe_correct_answer","[0.2815867663143959, 0.20247884975921182, 0.2709221480566615, 0.24501223586973087]","A"
"1","48","12","probe_correct_answer","[0.3107491154342897, 0.25105264368679625, 0.18563329792506042, 0.2525649429538536]","A"
"1","48","13","probe_correct_answer","[0.2440473609228986, 0.2930335559432052, 0.17109899019383942, 0.2918200929400568]","B"
"1","48","14","probe_correct_answer","[0.37633327747023754, 0.25259555729335165, 0.19357161821293897, 0.17749954702347182]","A"
"1","48","15","probe_correct_answer","[0.24679289495831083, 0.24280786266319773, 0.21819387386361336, 0.29220536851487805]","D"
"1","48","16","probe_correct_answer","[0.28161208325176323, 0.21133632628528728, 0.26274391363244703, 0.24430767683050256]","A"
"1","48","17","probe_correct_answer","[0.18662918903830972, 0.27699633554047776, 0.25188110378780065, 0.2844933716334119]","D"
"1","48","18","probe_correct_answer","[0.2895997227000873, 0.3960079203428232, 0.1410767672842289, 0.1733155896728605]","B"
"1","48","19","probe_correct_answer","[0.1917479572792229, 0.24288118208594514, 0.23862113595278192, 0.32674972468205]","D"
"1","48","20","probe_correct_answer","[0.24638715577496131, 0.2727000304913855, 0.2648921924603064, 0.21602062127334676]","B"
"1","48","21","probe_correct_answer","[0.13546643805473405, 0.22484461165259392, 0.2888853483109998, 0.3508036019816723]","D"
"1","48","22","probe_correct_answer","[0.3870298647595607, 0.2889256756055663, 0.22399919068939464, 0.10004526894547833]","A"
"1","48","23","probe_correct_answer","[0.21544437968430544, 0.3310201750363187, 0.25835548765991745, 0.1951799576194583]","B"
"1","48","24","probe_correct_answer","[0.23968455287744195, 0.24166683419352153, 0.32034629320103036, 0.1983023197280062]","C"
"1","48","25","probe_correct_answer","[0.18321639660722544, 0.3549705428949972, 0.24414276061815868, 0.21767029987961872]","B"
"1","48","26","probe_correct_answer","[0.23260388035457133, 0.34567339241529255, 0.15900692804279928, 0.26271579918733684]","B"
"1","48","27","probe_correct_answer","[0.2678314320300519, 0.2954777206459718, 0.26701348328486696, 0.16967736403910946]","B"
"1","49","0","probe_correct_answer","[0.24266547390789386, 0.34054460938281506, 0.21808543686765347, 0.19870447984163767]","B"
"1","49","1","probe_correct_answer","[0.2206037982708303, 0.2608311929469496, 0.19728574645151908, 0.3212792623307011]","D"
"1","49","2","probe_correct_answer","[0.32663009564629414, 0.2703407530582937, 0.16047987415341827, 0.24254927714199395]","A"
"1","49","3","probe_correct_answer","[0.22376740540630527, 0.22876488420595428, 0.24110791486937602, 0.3063597955183645]","D"
"1","49","4","probe_correct_answer","[0.20694382763199828, 0.24413544840672555, 0.3301383433037364, 0.21878238065753972]","C"
"1","49","5","probe_correct_answer","[0.27031723497947724, 0.20137623071292252, 0.2531016528817803, 0.27520488142581995]","D"
"1","49","6","probe_correct_answer","[0.32182510373805934, 0.2875380551499543, 0.1854027201931446, 0.20523412091884183]","A"
"1","49","7","probe_correct_answer","[0.30044499441054506, 0.3274143461301468, 0.10913933602573912, 0.2630013234335689]","B"
"1","49","8","probe_correct_answer","[0.22275479828692737, 0.3871262345069259, 0.2445986856202981, 0.14552028158584868]","B"
"1","49","9","probe_correct_answer","[0.2220773358707883, 0.23687587284036737, 0.3183103310571868, 0.22273646023165747]","C"
"1","49","10","probe_correct_answer","[0.2889609876324229, 0.24830514603018658, 0.21550366258104922, 0.2472302037563413]","A"
"1","49","11","probe_correct_answer","[0.3660043860439938, 0.209951600677574, 0.17376156747353522, 0.25028244580489695]","A"
"1","49","12","probe_correct_answer","[0.2635970266107878, 0.25662162774690306, 0.1913237503050815, 0.28845759533722765]","D"
"1","49","13","probe_correct_answer","[0.27435504645515135, 0.26385818604516215, 0.22590436609203743, 0.23588240140764904]","A"
"1","49","14","probe_correct_answer","[0.3227384363510899, 0.2665354139316228, 0.14187292649127514, 0.2688532232260123]","A"
"1","49","15","probe_correct_answer","[0.2411007610499085, 0.27420196553160253, 0.2610496406461563, 0.2236476327723326]","B"
"1","49","16","probe_correct_answer","[0.14300097054219923, 0.2277013829616021, 0.34245462266410454, 0.2868430238320941]","C"
"1","49","17","probe_correct_answer","[0.2928729588354586, 0.18646270050016223, 0.25967816887715134, 0.2609861717872279]","A"
"1","49","18","probe_correct_answer","[0.20384181682127508, 0.2540868002481895, 0.26495517800133217, 0.2771162049292033]","D"
"1","49","19","probe_correct_answer","[0.37727855001777955, 0.16166514768667867, 0.18052722485023612, 0.2805290774453057]","A"
"1","49","20","probe_correct_answer","[0.2533663508505946, 0.30181644594471657, 0.23965006756042592, 0.20516713564426284]","B"
"1","49","21","probe_correct_answer","[0.2017613324714368, 0.32689909653573007, 0.22209089732364337, 0.24924867366918976]","B"
"1","49","22","probe_correct_answer","[0.29163395791668045, 0.26739986310586666, 0.21180309544812284, 0.22916308352933001]","A"
"1","49","23","probe_correct_answer","[0.2013835584280509, 0.2319355606372645, 0.25253367949767297, 0.31414720143701164]","D"
"1","49","24","probe_correct_answer","[0.2882529053691583, 0.18920762683583778, 0.16083808054710771, 0.3617013872478962]","D"
"1","49","25","probe_correct_answer","[0.2986169988618592, 0.23990538692738492, 0.22788291406072925, 0.23359470015002662]","A"
"1","49","26","probe_correct_answer","[0.38355637563235784, 0.2472933212313663, 0.17729514202522834, 0.1918551611110475]","A"
"1","49","27","probe_correct_answer","[0.26061674381126776, 0.27142567703766896, 0.21514975328038133, 0.2528078258706819]","B"
"1","0","0","observer_model_answer_correct","[0.34954059034397905, 0.6504594096560209]","1"
"1","0","1","observer_model_answer_correct","[0.4070292451614534, 0.5929707548385467]","1"
"1","0","2","observer_model_answer_correct","[0.5987049401751353, 0.40129505982486463]","0"
"1","0","3","observer_model_answer_correct","[0.6596367858159675, 0.3403632141840324]","0"
"1","0","4","observer_model_answer_correct","[0.6304069930855691, 0.3695930069144308]","0"
"1","0","5","observer_model_answer_correct","[0.5145022083947629, 0.48549779160523704]","0"
"1","0","6","observer_model_answer_correct","[0.568023687218237, 0.431976312781763]","0"
"1","0","7","observer_model_answer_correct","[0.4598294286017845, 0.5401705713982156]","1"
"1","0","8","observer_model_answer_correct","[0.5841279553109825, 0.41587204468901756]","0"
"1","0","9","observer_model_answer_correct","[0.615058974492474, 0.38494102550752607]","0"
"1","0","10","observer_model_answer_correct","[0.5305828565913965, 0.4694171434086036]","0"
"1","0","11","observer_model_answer_correct","[0.49564746961336165, 0.5043525303866384]","1"
"1","0","12","observer_model_answer_correct","[0.5204655755899993, 0.4795344244100006]","0"
"1","0","13","observer_model_answer_correct","[0.4195774591487657, 0.5804225408512343]","1"
"1","0","14","observer_model_answer_correct","[0.4582472055555263, 0.5417527944444737]","1"
"1","0","15","observer_model_answer_correct","[0.552309697951341, 0.44769030204865895]","0"
"1","0","16","observer_model_answer_correct","[0.41158836320768294, 0.588411636792317]","1"
"1","0","17","observer_model_answer_correct","[0.5057582160738012, 0.4942417839261987]","0"
"1","0","18","observer_model_answer_correct","[0.4506199120980814, 0.5493800879019187]","1"
"1","0","19","observer_model_answer_correct","[0.6084201740001224, 0.3915798259998777]","0"
"1","0","20","observer_model_answer_correct","[0.5085002318140291, 0.4914997681859708]","0"
"1","0","21","observer_model_answer_correct","[0.5207571046997601, 0.4792428953002397]","0"
"1","0","22","observer_model_answer_correct","[0.5374065806386256, 0.4625934193613743]","0"
"1","0","23","observer_model_answer_correct","[0.4435413874458285, 0.5564586125541714]","1"
"1","0","24","observer_model_answer_correct","[0.393398536108219, 0.6066014638917809]","1"
"1","0","25","observer_model_answer_correct","[0.5823620424903339, 0.4176379575096662]","0"
"1","0","26","observer_model_answer_correct","[0.4999250529130177, 0.5000749470869822]","1"
"1","0","27","observer_model_answer_correct","[0.5921857656408731, 0.4078142343591269]","0"
"1","1","0","observer_model_answer_correct","[0.5768018902755485, 0.42319810972445143]","0"
"1","1","1","observer_model_answer_correct","[0.4196732211818406, 0.5803267788181594]","1"
"1","1","2","observer_model_answer_correct","[0.5674702303035845, 0.4325297696964155]","0"
"1","1","3","observer_model_answer_correct","[0.5322795522807623, 0.4677204477192376]","0"
"1","1","4","observer_model_answer_correct","[0.5686719839485701, 0.4313280160514299]","0"
"1","1","5","observer_model_answer_correct","[0.5175409713094823, 0.48245902869051766]","0"
"1","1","6","observer_model_answer_correct","[0.5875877921510381, 0.4124122078489619]","0"
"1","1","7","observer_model_answer_correct","[0.5360157128491547, 0.4639842871508453]","0"
"1","1","8","observer_model_answer_correct","[0.42282698723788964, 0.5771730127621103]","1"
"1","1","9","observer_model_answer_correct","[0.6372762464118459, 0.3627237535881542]","0"
"1","1","10","observer_model_answer_correct","[0.538198613310848, 0.461801386689152]","0"
"1","1","11","observer_model_answer_correct","[0.3273883851841217, 0.6726116148158782]","1"
"1","1","12","observer_model_answer_correct","[0.33089203929207817, 0.6691079607079217]","1"
"1","1","13","observer_model_answer_correct","[0.5749376492968459, 0.4250623507031541]","0"
"1","1","14","observer_model_answer_correct","[0.5361647224304054, 0.4638352775695947]","0"
"1","1","15","observer_model_answer_correct","[0.3875686482238491, 0.612431351776151]","1"
"1","1","16","observer_model_answer_correct","[0.6414188678070972, 0.3585811321929029]","0"
"1","1","17","observer_model_answer_correct","[0.5073644982414595, 0.4926355017585406]","0"
"1","1","18","observer_model_answer_correct","[0.5722265300110577, 0.4277734699889422]","0"
"1","1","19","observer_model_answer_correct","[0.39091575413134216, 0.6090842458686577]","1"
"1","1","20","observer_model_answer_correct","[0.5349113907575653, 0.4650886092424346]","0"
"1","1","21","observer_model_answer_correct","[0.5839098008526524, 0.41609019914734763]","0"
"1","1","22","observer_model_answer_correct","[0.44520552000681396, 0.5547944799931861]","1"
"1","1","23","observer_model_answer_correct","[0.397567498527266, 0.602432501472734]","1"
"1","1","24","observer_model_answer_correct","[0.4944533024031342, 0.5055466975968659]","1"
"1","1","25","observer_model_answer_correct","[0.4290200639255635, 0.5709799360744364]","1"
"1","1","26","observer_model_answer_correct","[0.569117843032685, 0.43088215696731497]","0"
"1","1","27","observer_model_answer_correct","[0.4266511687540353, 0.5733488312459648]","1"
"1","2","0","observer_model_answer_correct","[0.5626252011250168, 0.4373747988749832]","0"
"1","2","1","observer_model_answer_correct","[0.5096289043499831, 0.4903710956500169]","0"
"1","2","2","observer_model_answer_correct","[0.5215318661022369, 0.47846813389776316]","0"
"1","2","3","observer_model_answer_correct","[0.5267140603868494, 0.47328593961315063]","0"
"1","2","4","observer_model_answer_correct","[0.534649831912322, 0.465350168087678]","0"
"1","2","5","observer_model_answer_correct","[0.5082428497241462, 0.4917571502758537]","0"
"1","2","6","observer_model_answer_correct","[0.39456964188396676, 0.6054303581160333]","1"
"1","2","7","observer_model_answer_correct","[0.4948757582294001, 0.5051242417705998]","1"
"1","2","8","observer_model_answer_correct","[0.49204098010366554, 0.5079590198963344]","1"
"1","2","9","observer_model_answer_correct","[0.6092616017697682, 0.3907383982302319]","0"
"1","2","10","observer_model_answer_correct","[0.5351817130305222, 0.46481828696947775]","0"
"1","2","11","observer_model_answer_correct","[0.6506184074581934, 0.3493815925418065]","0"
"1","2","12","observer_model_answer_correct","[0.5800211311904249, 0.4199788688095752]","0"
"1","2","13","observer_model_answer_correct","[0.5624295001069601, 0.43757049989303987]","0"
"1","2","14","observer_model_answer_correct","[0.5744311750643262, 0.4255688249356739]","0"
"1","2","15","observer_model_answer_correct","[0.5509469652903012, 0.4490530347096989]","0"
"1","2","16","observer_model_answer_correct","[0.5020065918155628, 0.4979934081844371]","0"
"1","2","17","observer_model_answer_correct","[0.583296958908168, 0.4167030410918319]","0"
"1","2","18","observer_model_answer_correct","[0.5138830152871562, 0.48611698471284376]","0"
"1","2","19","observer_model_answer_correct","[0.46683341828741626, 0.5331665817125838]","1"
"1","2","20","observer_model_answer_correct","[0.6866297570293433, 0.3133702429706567]","0"
"1","2","21","observer_model_answer_correct","[0.5437913339758559, 0.45620866602414417]","0"
"1","2","22","observer_model_answer_correct","[0.4689326700387899, 0.53106732996121]","1"
"1","2","23","observer_model_answer_correct","[0.47825661942185493, 0.521743380578145]","1"
"1","2","24","observer_model_answer_correct","[0.5285414546572171, 0.47145854534278286]","0"
"1","2","25","observer_model_answer_correct","[0.4572603191196542, 0.5427396808803459]","1"
"1","2","26","observer_model_answer_correct","[0.3374606955754609, 0.6625393044245391]","1"
"1","2","27","observer_model_answer_correct","[0.5278105017898763, 0.47218949821012357]","0"
"1","3","0","observer_model_answer_correct","[0.5789296320489956, 0.4210703679510044]","0"
"1","3","1","observer_model_answer_correct","[0.4911323874228976, 0.5088676125771022]","1"
"1","3","2","observer_model_answer_correct","[0.3710772895724938, 0.6289227104275062]","1"
"1","3","3","observer_model_answer_correct","[0.4999948512841294, 0.5000051487158705]","1"
"1","3","4","observer_model_answer_correct","[0.4281745335234306, 0.5718254664765694]","1"
"1","3","5","observer_model_answer_correct","[0.5438563994865565, 0.45614360051344344]","0"
"1","3","6","observer_model_answer_correct","[0.4069596832125955, 0.5930403167874045]","1"
"1","3","7","observer_model_answer_correct","[0.45770092171277027, 0.5422990782872298]","1"
"1","3","8","observer_model_answer_correct","[0.5649384436102434, 0.4350615563897566]","0"
"1","3","9","observer_model_answer_correct","[0.3958485752676895, 0.6041514247323104]","1"
"1","3","10","observer_model_answer_correct","[0.34259728392180167, 0.6574027160781983]","1"
"1","3","11","observer_model_answer_correct","[0.5431757682374109, 0.4568242317625891]","0"
"1","3","12","observer_model_answer_correct","[0.4668440271697636, 0.5331559728302365]","1"
"1","3","13","observer_model_answer_correct","[0.4132157653156734, 0.5867842346843266]","1"
"1","3","14","observer_model_answer_correct","[0.5609560208548042, 0.4390439791451959]","0"
"1","3","15","observer_model_answer_correct","[0.36699310476692976, 0.6330068952330702]","1"
"1","3","16","observer_model_answer_correct","[0.5344423846918347, 0.4655576153081655]","0"
"1","3","17","observer_model_answer_correct","[0.5215779569509745, 0.47842204304902564]","0"
"1","3","18","observer_model_answer_correct","[0.4234843739608809, 0.5765156260391192]","1"
"1","3","19","observer_model_answer_correct","[0.5274299709511573, 0.4725700290488428]","0"
"1","3","20","observer_model_answer_correct","[0.5473661158284389, 0.45263388417156114]","0"
"1","3","21","observer_model_answer_correct","[0.4162151532512717, 0.5837848467487282]","1"
"1","3","22","observer_model_answer_correct","[0.46899317379932964, 0.5310068262006703]","1"
"1","3","23","observer_model_answer_correct","[0.32322238991340657, 0.6767776100865935]","1"
"1","3","24","observer_model_answer_correct","[0.44653010711737956, 0.5534698928826204]","1"
"1","3","25","observer_model_answer_correct","[0.5151636276097741, 0.4848363723902258]","0"
"1","3","26","observer_model_answer_correct","[0.5260886267969138, 0.47391137320308613]","0"
"1","3","27","observer_model_answer_correct","[0.5316265208618208, 0.4683734791381792]","0"
"1","4","0","observer_model_answer_correct","[0.44734515128820634, 0.5526548487117936]","1"
"1","4","1","observer_model_answer_correct","[0.516812495461873, 0.48318750453812703]","0"
"1","4","2","observer_model_answer_correct","[0.5499820620861731, 0.45001793791382694]","0"
"1","4","3","observer_model_answer_correct","[0.5541693026050375, 0.44583069739496245]","0"
"1","4","4","observer_model_answer_correct","[0.5541370545789513, 0.44586294542104876]","0"
"1","4","5","observer_model_answer_correct","[0.5058573017593162, 0.49414269824068385]","0"
"1","4","6","observer_model_answer_correct","[0.4834832249850313, 0.5165167750149687]","1"
"1","4","7","observer_model_answer_correct","[0.3699751517535394, 0.6300248482464609]","1"
"1","4","8","observer_model_answer_correct","[0.5626514608884637, 0.4373485391115362]","0"
"1","4","9","observer_model_answer_correct","[0.5219446842076984, 0.4780553157923016]","0"
"1","4","10","observer_model_answer_correct","[0.6662947393101767, 0.33370526068982337]","0"
"1","4","11","observer_model_answer_correct","[0.47480616391098285, 0.5251938360890172]","1"
"1","4","12","observer_model_answer_correct","[0.4490966197109973, 0.5509033802890028]","1"
"1","4","13","observer_model_answer_correct","[0.6466883533439672, 0.3533116466560328]","0"
"1","4","14","observer_model_answer_correct","[0.6626965510683264, 0.3373034489316736]","0"
"1","4","15","observer_model_answer_correct","[0.5101941942086311, 0.4898058057913688]","0"
"1","4","16","observer_model_answer_correct","[0.4070176107935071, 0.5929823892064928]","1"
"1","4","17","observer_model_answer_correct","[0.4551313898900735, 0.5448686101099265]","1"
"1","4","18","observer_model_answer_correct","[0.5120513944994319, 0.487948605500568]","0"
"1","4","19","observer_model_answer_correct","[0.40366884451765966, 0.5963311554823402]","1"
"1","4","20","observer_model_answer_correct","[0.4745419502328361, 0.525458049767164]","1"
"1","4","21","observer_model_answer_correct","[0.6150285681998903, 0.3849714318001097]","0"
"1","4","22","observer_model_answer_correct","[0.6190156366072633, 0.3809843633927367]","0"
"1","4","23","observer_model_answer_correct","[0.5210410971095921, 0.478958902890408]","0"
"1","4","24","observer_model_answer_correct","[0.49459623102703226, 0.5054037689729677]","1"
"1","4","25","observer_model_answer_correct","[0.4583302729065573, 0.5416697270934427]","1"
"1","4","26","observer_model_answer_correct","[0.45660073416297026, 0.5433992658370297]","1"
"1","4","27","observer_model_answer_correct","[0.5500630155213856, 0.44993698447861435]","0"
"1","5","0","observer_model_answer_correct","[0.48157729965510804, 0.5184227003448919]","1"
"1","5","1","observer_model_answer_correct","[0.5045620806348845, 0.49543791936511544]","0"
"1","5","2","observer_model_answer_correct","[0.40884025910369215, 0.5911597408963079]","1"
"1","5","3","observer_model_answer_correct","[0.6440090077456204, 0.3559909922543796]","0"
"1","5","4","observer_model_answer_correct","[0.7296916823618692, 0.2703083176381308]","0"
"1","5","5","observer_model_answer_correct","[0.6297013561960924, 0.3702986438039077]","0"
"1","5","6","observer_model_answer_correct","[0.5772194346926128, 0.4227805653073871]","0"
"1","5","7","observer_model_answer_correct","[0.35383924462211064, 0.6461607553778893]","1"
"1","5","8","observer_model_answer_correct","[0.4191502035611512, 0.5808497964388487]","1"
"1","5","9","observer_model_answer_correct","[0.3558239653486078, 0.6441760346513923]","1"
"1","5","10","observer_model_answer_correct","[0.3496180522481141, 0.6503819477518858]","1"
"1","5","11","observer_model_answer_correct","[0.5591291436299378, 0.4408708563700623]","0"
"1","5","12","observer_model_answer_correct","[0.5359011661376932, 0.46409883386230694]","0"
"1","5","13","observer_model_answer_correct","[0.5347527536105904, 0.46524724638940973]","0"
"1","5","14","observer_model_answer_correct","[0.29905745415392854, 0.7009425458460714]","1"
"1","5","15","observer_model_answer_correct","[0.46625418559747583, 0.5337458144025241]","1"
"1","5","16","observer_model_answer_correct","[0.5311710287278644, 0.46882897127213563]","0"
"1","5","17","observer_model_answer_correct","[0.4291870295007267, 0.5708129704992734]","1"
"1","5","18","observer_model_answer_correct","[0.5679414799961476, 0.4320585200038524]","0"
"1","5","19","observer_model_answer_correct","[0.45969169463395604, 0.540308305366044]","1"
"1","5","20","observer_model_answer_correct","[0.3494983424022538, 0.6505016575977463]","1"
"1","5","21","observer_model_answer_correct","[0.5616510090533751, 0.43834899094662494]","0"
"1","5","22","observer_model_answer_correct","[0.4677717453523138, 0.5322282546476861]","1"
"1","5","23","observer_model_answer_correct","[0.5583481165589642, 0.44165188344103573]","0"
"1","5","24","observer_model_answer_correct","[0.5470589519004226, 0.45294104809957747]","0"
"1","5","25","observer_model_answer_correct","[0.47966747864300513, 0.5203325213569948]","1"
"1","5","26","observer_model_answer_correct","[0.5694336345655774, 0.4305663654344228]","0"
"1","5","27","observer_model_answer_correct","[0.5889550234570126, 0.41104497654298755]","0"
"1","6","0","observer_model_answer_correct","[0.2947203921337343, 0.7052796078662656]","1"
"1","6","1","observer_model_answer_correct","[0.5441190524530294, 0.45588094754697056]","0"
"1","6","2","observer_model_answer_correct","[0.33064272438193676, 0.6693572756180632]","1"
"1","6","3","observer_model_answer_correct","[0.45045808934930753, 0.5495419106506925]","1"
"1","6","4","observer_model_answer_correct","[0.5308590479759384, 0.46914095202406164]","0"
"1","6","5","observer_model_answer_correct","[0.4125699236480824, 0.5874300763519176]","1"
"1","6","6","observer_model_answer_correct","[0.5062059684058914, 0.49379403159410856]","0"
"1","6","7","observer_model_answer_correct","[0.4053353666174299, 0.5946646333825701]","1"
"1","6","8","observer_model_answer_correct","[0.5582150573499649, 0.4417849426500351]","0"
"1","6","9","observer_model_answer_correct","[0.4422759017952796, 0.5577240982047204]","1"
"1","6","10","observer_model_answer_correct","[0.5045733048069969, 0.4954266951930031]","0"
"1","6","11","observer_model_answer_correct","[0.4907533245042484, 0.5092466754957515]","1"
"1","6","12","observer_model_answer_correct","[0.601823046340289, 0.398176953659711]","0"
"1","6","13","observer_model_answer_correct","[0.32496788496301343, 0.6750321150369868]","1"
"1","6","14","observer_model_answer_correct","[0.4628893114978321, 0.5371106885021678]","1"
"1","6","15","observer_model_answer_correct","[0.4628170948649824, 0.5371829051350175]","1"
"1","6","16","observer_model_answer_correct","[0.5352132920613927, 0.46478670793860727]","0"
"1","6","17","observer_model_answer_correct","[0.5130175122522015, 0.48698248774779845]","0"
"1","6","18","observer_model_answer_correct","[0.5229240396629719, 0.4770759603370281]","0"
"1","6","19","observer_model_answer_correct","[0.5920781772335669, 0.407921822766433]","0"
"1","6","20","observer_model_answer_correct","[0.5283321361839295, 0.47166786381607056]","0"
"1","6","21","observer_model_answer_correct","[0.6120893576149864, 0.38791064238501366]","0"
"1","6","22","observer_model_answer_correct","[0.5285074803586228, 0.47149251964137723]","0"
"1","6","23","observer_model_answer_correct","[0.4556685868214956, 0.5443314131785043]","1"
"1","6","24","observer_model_answer_correct","[0.6684278503663573, 0.3315721496336425]","0"
"1","6","25","observer_model_answer_correct","[0.5284807196966567, 0.4715192803033433]","0"
"1","6","26","observer_model_answer_correct","[0.33473160751432524, 0.6652683924856747]","1"
"1","6","27","observer_model_answer_correct","[0.6259034608061611, 0.3740965391938389]","0"
"1","7","0","observer_model_answer_correct","[0.48343294585200197, 0.516567054147998]","1"
"1","7","1","observer_model_answer_correct","[0.39171604034104884, 0.6082839596589511]","1"
"1","7","2","observer_model_answer_correct","[0.4002401292799187, 0.5997598707200814]","1"
"1","7","3","observer_model_answer_correct","[0.6109212327158406, 0.38907876728415935]","0"
"1","7","4","observer_model_answer_correct","[0.6400369103325606, 0.35996308966743945]","0"
"1","7","5","observer_model_answer_correct","[0.5133583624710426, 0.48664163752895745]","0"
"1","7","6","observer_model_answer_correct","[0.4080975364275868, 0.5919024635724132]","1"
"1","7","7","observer_model_answer_correct","[0.5510055796188105, 0.4489944203811895]","0"
"1","7","8","observer_model_answer_correct","[0.5166679363198977, 0.48333206368010234]","0"
"1","7","9","observer_model_answer_correct","[0.4325919165912331, 0.5674080834087668]","1"
"1","7","10","observer_model_answer_correct","[0.6370047618531418, 0.3629952381468582]","0"
"1","7","11","observer_model_answer_correct","[0.42243750935920327, 0.5775624906407968]","1"
"1","7","12","observer_model_answer_correct","[0.4083234204588528, 0.5916765795411472]","1"
"1","7","13","observer_model_answer_correct","[0.5344371101436601, 0.4655628898563398]","0"
"1","7","14","observer_model_answer_correct","[0.49174526332347596, 0.5082547366765242]","1"
"1","7","15","observer_model_answer_correct","[0.43125194471832984, 0.5687480552816702]","1"
"1","7","16","observer_model_answer_correct","[0.5219385257014015, 0.47806147429859847]","0"
"1","7","17","observer_model_answer_correct","[0.38192301905377396, 0.618076980946226]","1"
"1","7","18","observer_model_answer_correct","[0.6637823883808899, 0.33621761161911]","0"
"1","7","19","observer_model_answer_correct","[0.4857459088673388, 0.5142540911326612]","1"
"1","7","20","observer_model_answer_correct","[0.428398887037226, 0.5716011129627739]","1"
"1","7","21","observer_model_answer_correct","[0.48499789466695337, 0.5150021053330466]","1"
"1","7","22","observer_model_answer_correct","[0.5906398732376916, 0.4093601267623084]","0"
"1","7","23","observer_model_answer_correct","[0.47468078875258324, 0.5253192112474167]","1"
